Marital status,Application mode,Course,Daytime/evening attendance	,Previous qualification,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Debtor,Tuition fees up to date,Gender,Scholarship holder
0,7,5,1,0,12,27,9,1,1,1,0,1,0
0,7,11,1,0,0,2,9,2,1,0,1,0,0
0,0,7,1,0,2,2,2,2,1,0,1,0,0
0,0,14,1,0,0,2,3,3,1,0,1,0,0
0,14,9,1,13,2,13,4,9,1,0,1,0,0
1,3,9,1,2,21,26,28,42,0,0,1,0,0
0,11,2,0,0,21,26,9,8,0,0,1,0,1
0,0,11,1,0,2,0,18,25,1,0,1,0,1
0,14,5,1,13,12,0,6,4,1,0,1,0,0
0,7,10,1,0,0,13,3,3,1,0,1,0,0
0,0,4,1,0,18,23,0,0,1,0,1,0,0
0,7,4,1,0,22,0,5,5,0,0,1,0,0
0,0,13,1,0,12,27,9,9,1,0,0,0,0
0,0,1,1,0,2,3,2,5,1,0,1,0,0
0,7,8,1,0,12,13,7,7,1,0,1,0,1
0,7,9,1,0,0,2,3,4,1,0,1,0,0
0,7,5,1,0,2,13,5,5,1,0,1,0,0
0,7,11,1,0,21,26,9,6,1,0,1,0,1
0,16,9,1,15,21,26,9,10,1,0,1,0,0
0,0,11,1,0,12,26,5,5,0,0,1,0,1
0,7,13,1,0,0,27,3,3,1,0,1,0,0
0,0,11,1,0,12,13,9,10,1,0,1,0,0
0,7,11,1,0,12,0,4,3,1,0,1,0,0
0,7,8,1,0,0,27,4,5,0,0,1,0,1
0,0,14,1,0,12,0,4,5,1,0,1,0,0
0,8,8,1,0,21,27,28,27,1,0,1,0,1
0,7,10,1,0,12,13,9,8,1,0,1,0,0
0,7,8,1,0,21,0,9,9,1,1,1,0,1
0,15,4,1,0,2,0,3,5,0,0,1,0,1
0,7,13,1,0,12,26,9,12,1,1,0,0,1
0,7,14,1,0,0,0,4,9,1,1,1,0,1
0,0,11,1,0,0,27,4,7,1,0,1,0,1
0,14,8,1,13,12,0,4,9,1,0,1,0,0
0,13,11,1,0,25,2,2,2,0,0,1,0,0
0,7,4,1,0,22,27,9,9,0,0,1,0,0
0,8,15,1,0,22,27,28,35,1,0,1,0,0
0,7,5,1,0,0,13,4,11,0,0,0,0,0
0,0,5,1,0,17,13,4,11,0,0,1,0,0
0,0,10,1,0,12,26,9,9,0,0,1,0,1
0,7,11,1,0,12,13,9,4,1,0,1,0,0
0,0,11,1,0,0,0,9,9,1,0,1,0,1
0,0,8,1,0,0,13,4,3,1,0,1,0,1
0,0,15,1,0,12,26,5,7,0,0,1,0,1
0,0,14,1,0,21,26,8,8,0,0,1,0,0
0,7,5,1,0,0,26,9,9,1,0,1,0,1
0,7,4,1,0,22,13,7,7,1,0,1,0,0
0,0,4,1,0,0,27,9,7,0,0,1,0,1
0,7,9,1,0,0,27,9,7,0,0,1,0,0
0,0,9,1,0,0,2,4,2,0,0,1,0,0
0,12,5,1,0,0,27,4,9,1,0,1,0,1
0,0,15,1,0,2,0,2,5,0,0,1,0,0
0,7,4,1,0,0,13,4,5,1,0,1,0,0
0,8,11,1,0,21,26,9,7,0,0,1,0,1
3,13,13,1,0,21,26,9,6,0,0,1,0,0
0,0,11,1,0,22,27,9,9,1,0,1,0,1
0,0,10,1,0,12,13,4,7,1,0,1,0,0
0,3,16,0,14,0,13,4,9,0,0,1,0,0
0,0,14,1,0,2,27,2,10,1,0,1,0,0
0,0,11,1,0,1,0,4,4,1,0,1,0,0
0,0,11,1,0,0,13,9,6,1,0,1,0,1
0,0,11,1,0,22,27,5,5,0,0,1,0,0
0,0,1,1,0,0,27,4,8,1,0,1,0,1
0,7,11,1,0,12,26,4,7,1,0,1,0,0
0,7,11,1,0,2,2,4,5,1,0,1,0,0
0,14,5,1,13,2,2,2,2,1,0,1,0,0
0,0,11,1,0,21,26,9,7,1,0,1,0,1
0,0,11,1,0,12,13,5,7,0,0,1,0,1
0,0,11,1,0,0,26,4,4,1,0,1,0,1
0,0,11,1,0,0,27,1,7,0,0,1,0,0
0,11,13,1,8,0,13,1,5,1,1,0,0,0
0,0,11,1,0,12,13,4,10,0,0,1,0,0
0,16,9,1,15,0,13,5,5,0,1,0,0,0
0,0,4,1,0,12,13,7,7,0,0,1,0,0
0,11,2,0,0,21,8,9,10,0,0,1,0,0
0,0,11,1,0,12,0,4,4,0,0,1,0,0
0,0,15,1,0,12,0,5,10,1,1,1,0,0
0,3,2,0,14,12,0,5,10,1,1,0,0,0
0,0,11,1,0,22,26,5,6,1,0,1,0,1
0,0,8,1,0,21,27,3,3,0,0,1,0,0
0,13,11,1,0,0,13,9,8,1,0,1,0,0
0,0,13,1,0,12,13,9,9,1,0,1,0,0
0,0,11,1,0,0,0,4,4,1,0,1,0,1
0,14,9,1,13,12,13,8,8,1,0,1,0,1
0,0,15,1,0,22,26,5,5,0,0,1,0,0
0,0,5,1,0,2,2,1,11,0,0,1,0,0
0,0,9,1,0,21,26,9,5,0,0,1,0,0
0,0,14,1,0,12,13,4,7,1,0,1,0,0
0,1,15,1,0,12,27,9,9,0,0,0,0,0
0,7,10,1,0,21,26,5,9,1,0,1,0,0
0,13,1,1,0,2,0,2,3,1,1,1,0,0
0,0,11,1,0,0,26,4,9,1,0,1,0,1
0,0,4,1,0,0,13,4,0,0,0,1,0,1
0,0,10,1,0,12,13,9,9,1,0,1,0,1
0,15,4,1,0,4,0,2,10,1,0,1,0,0
0,0,15,1,0,0,13,9,4,1,0,1,0,1
0,0,4,1,0,12,0,9,3,1,0,1,0,1
0,7,7,1,0,2,0,2,1,0,0,1,0,0
0,7,13,1,0,9,27,9,5,0,0,1,0,1
0,0,14,1,0,22,13,17,15,0,1,1,0,0
0,7,15,1,0,0,0,4,0,1,0,1,0,0
0,13,1,1,0,12,13,5,7,0,0,1,0,0
0,7,7,1,0,0,0,4,5,0,0,1,0,0
0,7,14,1,0,12,13,5,8,0,0,1,0,0
0,7,9,1,0,21,27,0,7,1,0,1,0,0
0,8,14,1,0,12,13,4,4,1,0,1,0,0
0,7,11,1,0,12,0,9,9,1,0,1,0,1
0,0,15,1,0,21,26,9,9,1,1,0,0,0
0,7,13,1,2,9,2,5,8,1,1,0,0,0
0,0,10,1,0,21,27,9,9,1,0,1,0,0
0,0,14,1,0,0,3,5,3,0,0,1,0,1
0,0,11,1,0,12,26,1,9,1,0,1,0,1
0,0,5,1,5,12,13,9,9,1,0,1,0,0
0,7,7,1,0,12,13,9,9,1,0,0,0,0
0,0,15,1,0,22,27,7,5,1,0,1,0,0
0,13,8,1,0,2,13,9,9,0,0,1,0,0
0,0,9,1,0,12,13,0,5,1,0,1,0,0
0,0,1,1,0,21,27,9,9,1,0,1,0,0
0,0,11,1,0,18,23,0,0,1,0,1,0,1
0,0,11,1,0,22,13,8,8,1,1,1,0,1
0,15,16,0,15,12,26,5,9,0,0,0,0,0
0,7,5,1,0,12,25,11,7,1,0,1,0,0
0,14,3,1,13,22,27,6,6,0,0,1,0,0
0,0,11,1,0,0,13,6,7,1,0,1,0,1
0,0,11,1,0,22,13,9,7,1,0,1,0,1
0,11,16,0,0,22,27,3,3,0,0,1,0,0
0,0,11,1,0,12,13,9,7,0,0,1,0,1
0,8,11,1,0,22,26,9,7,1,0,1,0,0
0,0,4,1,0,2,27,1,9,1,0,0,0,0
0,0,11,1,0,22,13,9,5,0,0,1,0,0
0,11,12,1,0,21,26,9,9,1,0,1,0,0
0,7,11,1,0,12,27,5,9,1,0,1,0,1
0,11,9,1,0,22,13,9,9,1,0,1,0,0
0,0,13,1,0,0,0,5,5,0,0,1,0,0
0,12,11,1,0,0,13,4,8,1,0,1,0,0
0,14,3,1,13,21,27,9,9,0,1,1,0,1
0,0,14,1,0,22,26,9,9,0,0,1,0,1
0,0,13,1,0,21,27,9,9,0,0,1,0,1
0,11,11,1,2,2,26,2,10,0,0,1,0,0
0,0,9,1,0,21,27,9,9,1,1,0,0,1
0,0,8,1,0,21,26,9,6,0,0,1,0,1
4,7,11,1,0,21,27,5,8,1,0,1,0,1
0,0,11,1,0,12,26,7,7,1,0,1,0,1
0,12,11,1,0,0,1,9,3,1,0,1,0,0
0,0,8,1,0,21,26,31,35,1,0,1,0,0
0,0,11,1,0,12,0,9,5,0,0,1,0,1
0,7,10,1,0,21,26,5,6,0,0,0,0,0
0,14,1,1,13,21,26,5,6,0,0,0,0,0
0,0,4,1,0,21,27,9,9,1,0,1,0,1
0,0,10,1,0,0,27,4,9,1,0,1,0,1
0,7,11,1,0,22,26,3,3,1,0,1,0,0
0,0,5,1,0,12,13,4,6,1,0,1,0,0
0,0,11,1,0,22,13,5,6,1,0,1,0,0
0,7,8,1,0,12,27,7,9,0,0,1,0,1
0,0,13,1,0,0,0,2,2,1,0,1,0,0
0,0,15,1,0,12,13,9,5,0,1,1,0,1
0,6,8,1,0,21,26,9,9,1,0,1,0,1
0,0,2,0,0,12,8,0,0,1,0,1,0,0
0,0,1,1,0,12,27,4,5,1,0,1,0,0
0,15,16,0,0,12,27,5,7,0,0,1,0,0
0,8,15,1,0,0,0,9,0,0,0,1,0,0
0,0,11,1,0,12,13,4,4,0,0,1,0,0
0,0,4,1,0,9,13,4,5,0,0,1,0,1
0,7,1,1,0,21,26,9,1,1,0,1,0,0
0,7,8,1,0,0,13,3,5,1,0,1,0,0
0,0,11,1,0,22,0,9,4,1,0,1,0,0
0,0,11,1,0,0,26,7,7,1,0,1,0,0
0,0,8,1,0,0,1,10,10,1,0,1,0,0
0,7,10,1,0,22,26,9,7,1,0,0,0,0
0,6,10,1,0,22,26,9,7,1,0,1,0,1
0,0,14,1,0,0,26,9,7,0,0,1,0,1
0,0,8,1,0,12,13,3,9,1,0,1,0,1
0,11,16,0,11,21,26,9,9,0,0,1,0,0
3,3,11,1,14,21,26,3,3,1,0,1,0,0
0,7,11,1,0,22,0,9,5,1,0,1,0,0
3,11,2,0,0,21,26,3,4,0,0,1,0,1
0,11,11,1,0,21,26,9,9,0,1,0,0,0
0,11,2,0,14,12,26,5,9,0,0,1,0,0
1,11,8,1,2,2,26,9,9,0,0,1,0,0
0,13,14,1,0,12,13,0,0,0,0,1,1,0
0,7,14,1,0,2,0,2,7,1,0,1,0,1
0,0,13,1,0,12,26,5,7,0,0,1,1,0
0,0,8,1,0,22,13,5,7,0,0,1,1,0
0,7,11,1,0,0,13,4,3,1,0,1,1,1
0,12,6,1,0,18,23,0,0,0,0,1,1,0
0,11,16,0,0,0,0,4,10,0,0,1,1,0
0,8,13,1,0,0,26,9,9,1,0,1,1,0
0,7,10,1,0,12,0,5,5,1,0,1,1,0
0,6,9,1,0,21,26,5,6,1,0,1,0,0
0,0,4,1,0,1,0,9,1,1,0,1,1,0
3,11,11,1,0,21,26,9,9,0,1,1,0,0
0,8,12,1,0,22,26,9,9,0,0,1,0,1
5,11,11,1,0,21,26,9,9,0,0,1,0,0
0,6,5,1,0,0,0,9,9,1,0,1,0,0
0,0,11,1,0,12,13,5,5,1,0,1,0,0
0,16,5,1,15,12,27,9,9,0,1,0,0,0
0,0,11,1,0,12,27,29,42,1,0,1,0,0
0,0,9,1,0,12,13,9,9,0,0,1,0,1
1,3,11,1,2,21,13,9,7,1,0,1,0,0
0,7,8,1,0,21,26,9,7,1,0,1,0,0
0,7,10,1,0,12,0,5,7,1,1,1,0,0
0,0,13,1,0,0,13,4,4,0,0,1,0,1
0,3,7,1,2,18,23,0,0,0,0,1,0,0
0,0,11,1,0,0,0,4,4,1,0,1,0,0
0,0,1,1,0,12,13,7,7,1,0,1,0,1
0,3,10,1,14,0,0,3,6,0,0,1,0,0
1,11,3,1,0,22,26,9,9,0,0,1,0,0
0,7,15,1,0,12,13,4,7,1,0,1,0,0
0,3,4,1,2,21,1,9,3,0,0,0,0,0
0,12,15,1,0,0,26,5,5,1,0,1,0,0
0,0,9,1,0,0,13,4,4,0,0,0,0,0
0,3,5,1,14,0,13,5,5,1,0,1,0,0
0,0,7,1,0,0,13,4,4,0,0,1,0,0
1,11,2,0,11,21,26,4,8,0,0,1,0,0
1,11,8,1,0,12,26,9,7,0,1,0,0,0
0,0,9,1,0,0,27,31,34,1,1,1,0,1
0,11,9,1,0,18,23,0,0,1,0,0,0,0
0,3,8,1,2,22,27,1,9,0,0,1,0,0
0,13,11,1,0,21,23,11,0,0,1,1,0,0
1,11,3,1,11,12,26,9,10,0,1,1,0,0
0,3,2,0,2,21,27,0,5,0,0,0,0,0
1,11,3,1,0,21,26,9,9,0,1,0,0,0
0,13,12,1,0,21,26,9,9,1,0,0,0,0
0,7,9,1,0,0,0,9,9,0,0,1,0,1
3,11,11,1,11,22,0,9,4,0,0,1,0,1
0,0,13,1,0,21,26,0,0,1,0,1,0,0
0,0,11,1,0,12,13,7,9,1,0,1,0,1
0,0,11,1,0,2,27,3,7,0,0,1,0,1
0,7,9,1,0,12,13,5,8,1,0,1,0,0
0,14,2,0,13,12,26,7,6,1,0,1,0,0
0,0,11,1,0,0,0,4,10,1,0,1,0,0
0,8,8,1,0,12,27,9,7,1,0,1,0,1
0,0,1,1,0,23,0,3,4,1,1,1,0,0
0,0,11,1,0,12,0,9,5,0,0,1,0,1
1,11,16,0,11,12,28,5,3,0,1,0,0,0
1,11,2,0,11,0,13,1,5,0,1,1,0,1
0,0,11,1,0,12,27,7,7,1,0,1,0,1
0,7,9,1,0,22,27,7,7,1,0,1,0,1
0,0,8,1,0,6,13,4,3,0,0,1,0,0
0,7,9,1,0,22,27,5,7,1,0,1,0,0
0,0,11,1,0,22,27,4,8,1,0,1,0,0
0,16,5,1,15,0,0,4,3,1,1,1,0,0
0,0,9,1,0,12,27,5,6,0,0,1,0,1
0,0,9,1,0,0,13,4,4,1,1,1,0,0
0,3,11,1,2,12,27,4,10,1,0,1,0,0
0,7,14,1,0,2,0,4,5,1,0,1,0,0
0,7,11,1,0,0,26,1,1,1,0,1,0,0
0,11,16,0,0,12,27,7,4,0,0,1,0,0
0,0,11,1,0,0,26,4,3,1,0,1,0,0
0,8,6,1,0,0,26,7,7,1,0,1,1,0
0,14,3,1,13,22,26,9,9,1,0,1,1,0
0,0,13,1,0,2,0,4,4,0,0,1,1,0
0,13,16,0,0,21,26,9,9,0,0,0,1,0
1,11,7,1,0,12,13,4,4,0,0,0,1,0
0,11,6,1,11,0,13,4,5,0,0,1,1,0
0,12,5,1,13,12,2,9,1,1,0,1,0,0
1,13,16,0,0,21,26,4,9,0,0,0,0,0
1,11,15,1,0,21,26,5,5,0,0,1,0,0
0,0,9,1,0,12,13,9,9,0,0,1,0,1
0,0,9,1,0,12,13,9,9,1,1,1,0,0
0,16,13,1,15,12,26,3,6,1,1,1,0,0
0,0,15,1,0,22,26,5,3,1,0,0,0,0
0,0,10,1,0,12,28,4,8,1,0,1,0,0
0,13,14,1,0,22,26,9,5,1,0,1,0,0
0,7,13,1,0,22,27,7,8,1,0,1,0,1
0,0,9,1,0,22,27,7,8,1,0,1,0,0
0,13,5,1,0,12,13,5,1,1,0,1,0,0
3,11,7,1,0,2,0,5,5,1,0,1,0,1
0,7,9,1,0,12,27,5,5,1,0,1,0,0
0,0,12,1,0,22,26,7,7,1,0,1,0,0
0,0,11,1,0,0,26,4,7,1,0,1,0,1
0,0,5,1,0,12,27,9,9,1,0,1,0,0
0,0,9,1,0,0,0,3,3,1,0,1,0,0
0,12,6,1,0,12,26,9,3,0,1,1,1,0
0,0,14,1,0,12,13,9,9,0,0,1,1,0
1,11,15,1,0,21,13,7,3,0,1,1,0,1
0,8,11,1,0,22,26,9,5,1,0,1,0,1
0,0,11,1,0,0,0,4,5,1,0,1,0,1
0,0,13,1,0,22,27,9,10,0,0,1,0,0
0,7,11,1,0,12,26,9,7,1,0,1,0,1
0,16,16,0,0,22,27,28,43,0,1,1,0,0
0,11,13,1,0,21,26,6,6,0,0,1,0,0
0,7,14,1,0,21,13,9,10,0,0,1,0,0
0,13,8,1,0,12,27,9,9,1,0,1,0,0
1,0,8,1,0,22,26,9,8,1,0,1,0,0
1,15,15,1,0,21,26,7,8,0,0,1,0,0
0,3,16,0,14,21,26,9,7,0,0,1,0,0
0,7,10,1,0,12,13,4,7,1,0,1,0,0
0,7,13,1,0,0,13,9,7,1,0,1,0,0
1,11,8,1,0,21,26,9,9,0,0,0,0,0
0,11,2,0,0,0,9,4,5,0,0,1,1,1
0,7,9,1,0,12,26,9,9,1,0,1,0,1
0,0,14,1,0,12,13,4,9,1,0,1,1,1
0,0,11,1,0,22,13,7,9,1,0,1,1,1
0,7,10,1,0,0,13,4,7,1,0,0,1,0
0,0,6,1,0,12,13,4,4,0,0,1,1,1
0,0,13,1,0,12,26,5,7,0,0,1,1,1
0,7,15,1,0,12,27,3,3,1,0,1,1,0
0,0,4,1,0,0,0,4,9,1,0,1,1,1
0,0,9,1,0,12,0,9,9,0,0,1,1,0
0,0,14,1,0,20,26,0,0,1,0,1,1,0
0,0,11,1,0,12,13,9,7,1,0,1,1,0
0,7,6,1,0,0,13,9,8,0,0,1,1,1
0,0,11,1,0,22,27,9,9,0,0,1,1,0
0,14,3,1,13,0,13,9,7,0,0,1,1,0
0,7,6,1,0,3,9,2,9,1,0,1,1,0
1,11,3,1,0,0,30,9,3,0,1,0,1,0
1,11,2,0,11,0,0,4,4,0,0,1,1,0
0,11,13,1,0,18,23,0,0,1,0,1,1,0
0,11,11,1,0,21,26,9,6,0,0,1,1,0
0,0,16,0,0,1,26,4,9,1,0,1,1,0
0,8,10,1,0,22,27,5,5,1,0,1,1,0
0,7,8,1,0,0,13,3,4,0,0,1,1,0
0,0,10,1,0,2,13,3,9,1,0,0,1,0
0,14,1,1,13,2,2,2,2,0,1,1,1,0
0,15,13,1,0,2,2,1,10,0,1,1,1,0
0,0,14,1,0,0,13,7,7,1,0,1,0,1
0,0,14,1,0,12,13,9,9,1,0,1,0,0
0,16,3,1,15,0,27,8,8,0,0,1,0,1
0,7,8,1,0,12,27,5,7,1,0,1,0,1
0,8,11,1,0,21,27,5,7,1,0,1,0,0
0,0,11,1,0,22,27,9,9,1,0,1,0,0
0,16,8,1,15,0,13,20,36,1,0,1,0,0
0,0,5,1,0,21,26,9,6,1,0,1,0,1
0,0,14,1,0,22,26,9,5,1,0,1,0,1
0,0,11,1,0,2,28,2,3,1,0,1,0,0
0,0,13,1,0,12,0,5,7,1,0,1,0,0
0,7,11,1,0,12,26,9,7,1,0,1,0,0
0,7,5,1,0,0,13,4,9,1,0,1,0,0
0,0,14,1,0,18,27,0,8,1,0,0,0,1
0,13,10,1,0,0,13,5,7,0,0,1,0,1
0,7,15,1,0,0,27,4,8,1,0,1,0,0
0,0,9,1,2,0,27,9,3,0,1,1,0,0
0,0,15,1,0,12,0,31,15,1,0,1,0,0
0,0,11,1,0,22,27,9,9,1,0,1,0,1
0,7,12,1,0,22,27,5,5,1,0,1,0,1
0,7,8,1,0,2,27,2,10,1,0,1,0,0
0,0,11,1,0,21,26,9,9,1,0,1,0,0
0,0,5,1,0,0,26,4,9,1,0,1,0,0
0,7,10,1,0,18,27,0,7,1,1,0,0,0
0,0,11,1,0,0,0,3,3,1,0,1,0,0
0,0,5,1,0,3,0,2,9,0,0,1,0,0
0,7,12,1,0,12,27,9,7,0,0,1,0,1
0,0,11,1,0,0,0,3,10,0,0,1,0,0
0,0,7,1,0,2,0,1,3,0,0,0,0,0
0,0,9,1,0,12,26,7,7,1,0,1,0,0
0,0,11,1,0,22,27,5,5,0,0,1,0,0
0,7,15,1,0,0,13,2,10,1,0,1,0,0
0,11,11,1,0,0,27,3,7,0,0,1,0,1
0,7,8,1,0,21,26,9,6,1,1,0,0,1
0,13,7,1,0,0,13,9,9,1,0,1,0,0
0,8,11,1,0,21,27,7,8,1,0,1,0,1
0,14,9,1,0,21,26,6,9,0,0,1,0,1
0,0,14,1,0,12,13,9,9,1,0,1,0,0
0,7,5,1,0,12,27,7,7,1,0,1,0,1
0,0,15,1,0,21,26,9,7,1,0,1,0,1
0,7,4,1,0,0,0,4,8,1,1,0,0,1
0,0,5,1,0,0,2,4,4,1,0,1,0,0
0,7,14,1,0,0,0,3,3,1,0,1,0,1
0,0,11,1,0,0,0,7,7,1,0,1,0,1
0,16,5,1,15,12,27,8,9,1,1,0,0,0
0,11,5,1,11,12,13,4,9,1,0,1,0,1
0,0,1,1,0,0,0,3,3,1,0,1,0,0
0,0,11,1,0,12,13,9,9,1,0,1,0,0
0,0,4,1,0,0,13,4,3,0,0,1,0,0
0,7,15,1,0,22,13,4,9,1,0,1,0,0
0,0,9,1,0,0,27,5,8,0,0,1,0,1
0,0,5,1,0,0,9,4,5,0,0,1,0,0
0,11,14,1,0,18,26,0,0,0,0,1,0,0
0,11,10,1,11,12,0,9,5,0,1,0,1,0
0,7,1,1,0,0,0,4,10,0,0,0,1,0
0,12,6,1,0,12,26,9,9,0,0,0,1,0
0,0,6,1,0,2,0,14,30,0,0,1,1,0
0,0,11,1,0,21,27,9,9,1,0,1,1,1
0,11,4,1,0,22,27,5,5,0,0,1,1,0
0,14,1,1,13,12,0,9,9,1,0,1,1,0
0,0,11,1,0,12,26,4,9,0,0,1,1,0
0,11,13,1,6,5,15,3,3,0,1,0,1,0
0,15,6,1,0,0,13,3,5,1,0,1,1,0
0,0,11,1,0,22,27,9,9,1,0,1,1,0
0,0,8,1,0,12,13,7,3,1,0,1,1,0
0,16,13,1,15,0,13,9,9,0,0,1,1,1
0,11,2,0,12,22,26,4,8,0,0,1,1,0
0,0,11,1,0,0,0,9,9,0,0,1,1,0
0,0,9,1,0,0,13,5,9,0,0,1,1,0
0,0,14,1,0,0,27,3,5,1,0,1,1,0
0,3,12,1,2,0,26,4,8,0,0,0,1,0
0,0,1,1,0,22,0,5,1,0,0,1,1,0
0,7,8,1,0,0,0,9,3,1,0,1,1,0
0,0,1,1,0,21,13,7,7,1,0,1,1,1
0,0,4,1,0,12,26,5,5,1,1,0,1,0
0,15,9,1,0,0,0,5,9,0,0,1,1,0
0,8,12,1,0,2,13,2,8,1,0,1,1,0
0,11,11,1,0,22,13,9,9,1,0,0,1,0
0,3,3,1,2,0,13,4,1,1,0,1,1,0
0,0,11,1,0,12,27,9,8,1,0,1,1,0
0,11,4,1,0,0,0,5,3,1,0,1,1,1
0,0,7,1,0,12,26,1,9,1,0,1,1,0
0,13,7,1,0,1,2,3,2,1,0,0,1,0
0,0,8,1,0,21,26,9,5,1,0,1,1,0
0,7,6,1,0,21,10,4,11,1,0,1,1,0
0,0,5,1,0,0,13,3,3,1,0,1,1,0
0,0,11,1,0,0,0,2,7,1,0,1,0,1
0,0,10,1,0,2,13,3,10,1,0,1,0,0
0,0,1,1,0,12,13,9,9,1,1,1,0,0
0,7,9,1,0,0,13,4,9,1,0,1,0,0
0,7,14,1,0,22,27,28,38,1,1,1,0,0
0,7,10,1,0,9,0,9,3,1,0,1,0,1
0,0,7,1,0,0,0,3,9,1,0,1,0,0
0,14,4,1,13,9,26,3,9,0,1,1,0,1
1,11,12,1,11,21,27,9,9,0,0,1,0,0
0,7,15,1,0,12,13,9,8,0,0,1,0,1
0,0,1,1,0,0,2,3,3,1,0,1,0,0
0,0,10,1,0,22,27,9,7,1,0,1,0,1
0,0,5,1,0,9,0,1,11,0,0,1,0,0
0,7,11,1,0,22,0,9,7,1,0,1,0,1
0,14,8,1,13,1,26,2,8,0,1,0,1,0
0,5,6,1,0,0,2,5,8,0,1,1,1,0
0,8,11,1,0,22,26,5,5,1,0,1,0,1
0,0,14,1,0,22,0,9,9,1,0,1,0,0
0,7,10,1,0,8,23,5,0,1,0,1,0,0
0,5,8,1,0,22,0,9,1,0,0,1,1,0
0,11,2,0,11,21,26,9,5,0,0,1,0,0
0,6,9,1,0,12,26,9,7,1,0,1,0,1
0,13,13,1,0,21,26,9,9,1,0,1,1,0
0,0,14,1,0,21,26,9,9,1,0,1,0,1
0,8,11,1,0,12,0,4,7,1,0,1,0,0
0,0,5,1,0,12,13,11,11,0,0,1,0,0
0,7,5,1,0,12,13,11,7,0,0,0,0,0
0,7,13,1,0,2,13,5,5,0,0,1,0,0
0,7,8,1,0,12,13,5,7,1,1,1,0,1
0,11,7,1,0,22,27,9,10,0,0,1,0,0
0,7,15,1,0,21,26,9,5,1,0,1,0,0
0,0,8,1,0,0,27,5,7,1,0,1,0,1
0,7,9,1,0,12,27,9,7,1,0,1,0,1
0,0,10,1,0,22,27,6,6,1,0,1,0,0
0,0,7,1,0,12,26,9,9,1,0,1,0,0
0,0,1,1,0,12,13,5,5,1,0,1,0,1
0,14,5,1,0,3,3,2,6,0,0,1,0,0
0,0,10,1,0,1,26,1,1,1,0,1,0,0
2,7,9,1,0,21,26,9,9,1,0,1,0,1
0,7,14,1,0,12,27,9,7,1,0,1,0,1
0,0,11,1,0,22,27,5,7,1,0,1,0,1
0,0,15,1,0,0,9,4,9,1,0,1,0,0
0,0,10,1,0,21,27,7,7,1,0,1,0,1
0,6,4,1,0,0,27,4,8,1,0,1,0,0
0,0,11,1,0,0,27,9,9,1,0,1,0,1
0,5,8,1,0,25,0,3,4,0,1,0,1,0
0,5,6,1,0,0,2,20,30,0,1,1,0,0
1,11,2,0,0,21,26,9,9,0,0,1,0,0
0,8,13,1,0,0,0,9,9,1,0,1,0,1
0,0,5,1,0,22,26,9,6,1,0,1,1,0
0,0,13,1,0,12,13,7,3,0,0,1,1,0
0,0,1,1,0,0,0,9,9,1,0,1,1,0
0,7,10,1,0,0,0,4,3,1,0,1,1,0
0,7,3,1,0,0,3,9,5,1,1,0,1,0
0,13,16,0,0,0,0,6,6,0,0,1,1,0
0,0,10,1,0,3,13,4,3,1,0,0,1,0
0,0,1,1,0,2,19,3,5,0,0,0,1,0
0,7,6,1,0,0,13,4,3,1,0,1,1,1
0,14,3,1,13,21,26,9,4,0,0,1,1,0
0,14,4,1,13,0,13,4,4,0,0,1,1,0
0,7,7,1,0,1,0,4,1,0,0,1,1,0
0,0,3,1,0,12,26,9,9,1,0,1,1,0
0,0,1,1,0,0,0,4,1,1,0,1,1,0
0,8,9,1,0,12,26,5,7,1,0,1,1,1
0,0,6,1,0,2,0,2,3,0,0,1,1,0
0,0,8,1,0,0,26,4,9,1,0,1,1,1
0,0,8,1,0,0,13,4,5,0,0,1,1,0
0,0,11,1,0,0,0,3,7,1,0,1,1,0
0,0,13,1,0,1,27,20,34,1,0,1,1,0
0,8,8,1,0,21,26,7,7,1,0,0,1,0
0,11,13,1,0,22,26,7,7,0,0,1,1,0
0,14,3,1,13,22,27,9,8,1,0,1,1,0
0,0,13,1,0,2,13,2,8,1,0,1,1,0
0,15,6,1,0,0,13,4,4,0,0,1,1,0
0,7,10,1,0,12,13,4,3,1,0,1,1,0
0,13,2,0,0,18,23,0,0,0,0,1,1,0
0,7,6,1,0,7,9,9,9,1,0,1,1,0
1,7,6,1,0,21,27,4,4,1,0,1,1,0
0,0,14,1,0,0,13,9,7,0,0,1,1,1
0,0,10,1,0,0,0,4,3,1,0,1,1,0
0,7,8,1,0,2,27,3,7,1,0,1,1,0
0,14,3,1,13,2,2,7,1,1,0,1,1,0
0,7,14,1,0,12,27,4,9,0,0,1,1,1
0,7,14,1,0,21,26,0,4,1,0,1,1,0
0,7,6,1,0,0,2,9,10,1,0,1,1,0
0,7,7,1,0,12,27,4,7,0,0,1,1,0
0,11,16,0,0,21,26,9,5,1,1,1,1,0
0,15,1,1,0,1,0,3,3,1,0,1,1,0
1,11,3,1,0,0,13,4,4,0,1,0,1,0
0,0,5,1,0,0,0,4,9,1,0,1,1,1
0,16,5,1,15,0,0,9,4,1,0,1,1,1
3,11,14,1,11,21,26,9,1,0,0,1,0,0
0,0,13,1,0,2,0,2,6,1,0,1,1,1
0,7,10,1,0,0,0,9,9,0,0,1,0,1
0,11,11,1,11,21,26,9,7,0,0,1,0,1
